sample,key,value
session_info_load_13,"read-last-5min","1404695"
session_info_load_13,"read-total","28602730"
session_info_load_13,"write-current","0"
session_info_load_13,"write-last-5min","189652"
session_info_load_13,"write-total","15379200"
session_info_load_13,"duration-current-service","0"
session_info_load_13,"duration-last-5min-service","4301"
session_info_load_13,"duration-all-service","18506"
session_info_load_13,"current-service-name",""
session_info_load_13,"cpu-time-current","0"
session_info_load_13,"cpu-time-last-5min","46161"
session_info_load_13,"cpu-time-total","218236"
session_info_load_13,"data-separation","''"
session_info_load_13,"client-ip","127.0.0.1"
session_info_load_14,"session","25510e27-f24a-4586-9ac9-9f7837c0dea1"
session_info_load_14,"session-id","3"
session_info_load_14,"infobase","717bdda7-2f60-4577-b262-f1fc8c0e472c"
session_info_load_14,"connection","00000000-0000-0000-0000-000000000000"
session_info_load_14,"process","00000000-0000-0000-0000-000000000000"
session_info_load_14,"user-name","DefUser"
session_info_load_14,"host","alko-home"
session_info_load_14,"app-id","1CV8C"
session_info_load_14,"locale","ru"
session_info_load_14,"started-at","2026-02-15T00:10:57"
session_info_load_14,"last-active-at","2026-02-16T00:29:34"
session_info_load_14,"hibernate","no"
session_info_load_14,"passive-session-hibernate-time","1200"
session_info_load_14,"hibernate-session-terminate-time","86400"
session_info_load_14,"blocked-by-dbms","0"
session_info_load_14,"blocked-by-ls","0"
session_info_load_14,"bytes-all","28598081"
session_info_load_14,"bytes-last-5min","5537770"
session_info_load_14,"calls-all","23353"
session_info_load_14,"calls-last-5min","4478"
session_info_load_14,"dbms-bytes-all","39802649"
session_info_load_14,"dbms-bytes-last-5min","6830406"
session_info_load_14,"db-proc-info",""
session_info_load_14,"db-proc-took","0"
session_info_load_14,"db-proc-took-at",""
session_info_load_14,"duration-all","553792"
session_info_load_14,"duration-all-dbms","23442"
session_info_load_14,"duration-current","0"
session_info_load_14,"duration-current-dbms","0"
session_info_load_14,"duration-last-5min","114803"
session_info_load_14,"duration-last-5min-dbms","4338"
session_info_load_14,"memory-current","0"
session_info_load_14,"memory-last-5min","18670033"
session_info_load_14,"memory-total","591295835"
session_info_load_14,"read-current","0"
session_info_load_14,"read-last-5min","964382"
session_info_load_14,"read-total","28602730"
session_info_load_14,"write-current","0"
session_info_load_14,"write-last-5min","118631"
session_info_load_14,"write-total","15379200"
session_info_load_14,"duration-current-service","0"
session_info_load_14,"duration-last-5min-service","3434"
session_info_load_14,"duration-all-service","18506"
session_info_load_14,"current-service-name",""
session_info_load_14,"cpu-time-current","0"
session_info_load_14,"cpu-time-last-5min","38077"
session_info_load_14,"cpu-time-total","218236"
session_info_load_14,"data-separation","''"
session_info_load_14,"client-ip","127.0.0.1"
session_info_load_15,"session","25510e27-f24a-4586-9ac9-9f7837c0dea1"
session_info_load_15,"session-id","3"
session_info_load_15,"infobase","717bdda7-2f60-4577-b262-f1fc8c0e472c"
session_info_load_15,"connection","00000000-0000-0000-0000-000000000000"
session_info_load_15,"process","00000000-0000-0000-0000-000000000000"
session_info_load_15,"user-name","DefUser"
session_info_load_15,"host","alko-home"
session_info_load_15,"app-id","1CV8C"
session_info_load_15,"locale","ru"
session_info_load_15,"started-at","2026-02-15T00:10:57"
session_info_load_15,"last-active-at","2026-02-16T00:29:34"
session_info_load_15,"hibernate","no"
session_info_load_15,"passive-session-hibernate-time","1200"
session_info_load_15,"hibernate-session-terminate-time","86400"
session_info_load_15,"blocked-by-dbms","0"
session_info_load_15,"blocked-by-ls","0"
session_info_load_15,"bytes-all","28598081"
session_info_load_15,"bytes-last-5min","4748706"
session_info_load_15,"calls-all","23353"
session_info_load_15,"calls-last-5min","3831"
session_info_load_15,"dbms-bytes-all","39802649"
session_info_load_15,"dbms-bytes-last-5min","5824413"
session_info_load_15,"db-proc-info",""
session_info_load_15,"db-proc-took","0"
session_info_load_15,"db-proc-took-at",""
session_info_load_15,"duration-all","553792"
session_info_load_15,"duration-all-dbms","23442"
session_info_load_15,"duration-current","0"
session_info_load_15,"duration-current-dbms","0"
session_info_load_15,"duration-last-5min","106050"
session_info_load_15,"duration-last-5min-dbms","3849"
session_info_load_15,"memory-current","0"
session_info_load_15,"memory-last-5min","18538377"
session_info_load_15,"memory-total","591295835"
session_info_load_15,"read-current","0"
session_info_load_15,"read-last-5min","930775"
session_info_load_15,"read-total","28602730"
session_info_load_15,"write-current","0"
session_info_load_15,"write-last-5min","109901"
session_info_load_15,"write-total","15379200"
session_info_load_15,"duration-current-service","0"
session_info_load_15,"duration-last-5min-service","3047"
session_info_load_15,"duration-all-service","18506"
session_info_load_15,"current-service-name",""
session_info_load_15,"cpu-time-current","0"
session_info_load_15,"cpu-time-last-5min","33712"
session_info_load_15,"cpu-time-total","218236"
session_info_load_15,"data-separation","''"
session_info_load_15,"client-ip","127.0.0.1"
session_info_load_16,"session","25510e27-f24a-4586-9ac9-9f7837c0dea1"
session_info_load_16,"session-id","3"
session_info_load_16,"infobase","717bdda7-2f60-4577-b262-f1fc8c0e472c"
session_info_load_16,"connection","00000000-0000-0000-0000-000000000000"
session_info_load_16,"process","00000000-0000-0000-0000-000000000000"
session_info_load_16,"user-name","DefUser"
session_info_load_16,"host","alko-home"
session_info_load_16,"app-id","1CV8C"
session_info_load_16,"locale","ru"
session_info_load_16,"started-at","2026-02-15T00:10:57"
session_info_load_16,"last-active-at","2026-02-16T00:29:34"
session_info_load_16,"hibernate","no"
session_info_load_16,"passive-session-hibernate-time","1200"
session_info_load_16,"hibernate-session-terminate-time","86400"
session_info_load_16,"blocked-by-dbms","0"
session_info_load_16,"blocked-by-ls","0"
session_info_load_16,"bytes-all","28598081"
session_info_load_16,"bytes-last-5min","4748706"
session_info_load_16,"calls-all","23353"
session_info_load_16,"calls-last-5min","3831"
session_info_load_16,"dbms-bytes-all","39802649"
session_info_load_16,"dbms-bytes-last-5min","5824413"
session_info_load_16,"db-proc-info",""
session_info_load_16,"db-proc-took","0"
session_info_load_16,"db-proc-took-at",""
session_info_load_16,"duration-all","553792"
session_info_load_16,"duration-all-dbms","23442"
session_info_load_16,"duration-current","0"
session_info_load_16,"duration-current-dbms","0"
session_info_load_16,"duration-last-5min","106050"
session_info_load_16,"duration-last-5min-dbms","3729"
session_info_load_16,"memory-current","0"
session_info_load_16,"memory-last-5min","18538377"
session_info_load_16,"memory-total","591295835"
session_info_load_16,"read-current","0"
session_info_load_16,"read-last-5min","930775"
session_info_load_16,"read-total","28602730"
session_info_load_16,"write-current","0"
session_info_load_16,"write-last-5min","109901"
session_info_load_16,"write-total","15379200"
session_info_load_16,"duration-current-service","0"
session_info_load_16,"duration-last-5min-service","2969"
session_info_load_16,"duration-all-service","18506"
session_info_load_16,"current-service-name",""
session_info_load_16,"cpu-time-current","0"
session_info_load_16,"cpu-time-last-5min","33712"
session_info_load_16,"cpu-time-total","218236"
session_info_load_16,"data-separation","''"
session_info_load_16,"client-ip","127.0.0.1"
session_info_load_17,"session","25510e27-f24a-4586-9ac9-9f7837c0dea1"
session_info_load_17,"session-id","3"
session_info_load_17,"infobase","717bdda7-2f60-4577-b262-f1fc8c0e472c"
session_info_load_17,"connection","00000000-0000-0000-0000-000000000000"
session_info_load_17,"process","00000000-0000-0000-0000-000000000000"
session_info_load_17,"user-name","DefUser"
session_info_load_17,"host","alko-home"
session_info_load_17,"app-id","1CV8C"
session_info_load_17,"locale","ru"
session_info_load_17,"started-at","2026-02-15T00:10:57"
session_info_load_17,"last-active-at","2026-02-16T00:29:34"
session_info_load_17,"hibernate","no"
session_info_load_17,"passive-session-hibernate-time","1200"
session_info_load_17,"hibernate-session-terminate-time","86400"
session_info_load_17,"blocked-by-dbms","0"
session_info_load_17,"blocked-by-ls","0"
session_info_load_17,"bytes-all","28598081"
session_info_load_17,"bytes-last-5min","4748706"
session_info_load_17,"calls-all","23353"
session_info_load_17,"calls-last-5min","3831"
session_info_load_17,"dbms-bytes-all","39802649"
session_info_load_17,"dbms-bytes-last-5min","5824413"
session_info_load_17,"db-proc-info",""
session_info_load_17,"db-proc-took","0"
session_info_load_17,"db-proc-took-at",""
session_info_load_17,"duration-all","553792"
session_info_load_17,"duration-all-dbms","23442"
session_info_load_17,"duration-current","0"
session_info_load_17,"duration-current-dbms","0"
session_info_load_17,"duration-last-5min","106050"
session_info_load_17,"duration-last-5min-dbms","3729"
session_info_load_17,"memory-current","0"
session_info_load_17,"memory-last-5min","18538377"
session_info_load_17,"memory-total","591295835"
session_info_load_17,"read-current","0"
session_info_load_17,"read-last-5min","930775"
session_info_load_17,"read-total","28602730"
session_info_load_17,"write-current","0"
session_info_load_17,"write-last-5min","109901"
session_info_load_17,"write-total","15379200"
session_info_load_17,"duration-current-service","0"
session_info_load_17,"duration-last-5min-service","2969"
session_info_load_17,"duration-all-service","18506"
session_info_load_17,"current-service-name",""
session_info_load_17,"cpu-time-current","0"
session_info_load_17,"cpu-time-last-5min","33712"
session_info_load_17,"cpu-time-total","218236"
session_info_load_17,"data-separation","''"
session_info_load_17,"client-ip","127.0.0.1"
session_info_load_18,"session","25510e27-f24a-4586-9ac9-9f7837c0dea1"
session_info_load_18,"session-id","3"
session_info_load_18,"infobase","717bdda7-2f60-4577-b262-f1fc8c0e472c"
session_info_load_18,"connection","00000000-0000-0000-0000-000000000000"
session_info_load_18,"process","00000000-0000-0000-0000-000000000000"
session_info_load_18,"user-name","DefUser"
session_info_load_18,"host","alko-home"
session_info_load_18,"app-id","1CV8C"
session_info_load_18,"locale","ru"
session_info_load_18,"started-at","2026-02-15T00:10:57"
session_info_load_18,"last-active-at","2026-02-16T00:29:34"
session_info_load_18,"hibernate","no"
session_info_load_18,"passive-session-hibernate-time","1200"
session_info_load_18,"hibernate-session-terminate-time","86400"
session_info_load_18,"blocked-by-dbms","0"
session_info_load_18,"blocked-by-ls","0"
session_info_load_18,"bytes-all","28598081"
session_info_load_18,"bytes-last-5min","4748706"
session_info_load_18,"calls-all","23353"
session_info_load_18,"calls-last-5min","3831"
session_info_load_18,"dbms-bytes-all","39802649"
session_info_load_18,"dbms-bytes-last-5min","5753064"
session_info_load_18,"db-proc-info",""
session_info_load_18,"db-proc-took","0"
session_info_load_18,"db-proc-took-at",""
session_info_load_18,"duration-all","553792"
session_info_load_18,"duration-all-dbms","23442"
session_info_load_18,"duration-current","0"
session_info_load_18,"duration-current-dbms","0"
session_info_load_18,"duration-last-5min","106050"
session_info_load_18,"duration-last-5min-dbms","3710"
session_info_load_18,"memory-current","0"
session_info_load_18,"memory-last-5min","18538377"
session_info_load_18,"memory-total","591295835"
session_info_load_18,"read-current","0"
session_info_load_18,"read-last-5min","930775"
session_info_load_18,"read-total","28602730"
session_info_load_18,"write-current","0"
session_info_load_18,"write-last-5min","109901"
session_info_load_18,"write-total","15379200"
session_info_load_18,"duration-current-service","0"
session_info_load_18,"duration-last-5min-service","2947"
session_info_load_18,"duration-all-service","18506"
session_info_load_18,"current-service-name",""
session_info_load_18,"cpu-time-current","0"
session_info_load_18,"cpu-time-last-5min","33712"
session_info_load_18,"cpu-time-total","218236"
session_info_load_18,"data-separation","''"
session_info_load_18,"client-ip","127.0.0.1"
session_info_load_19,"session","25510e27-f24a-4586-9ac9-9f7837c0dea1"
session_info_load_19,"session-id","3"
session_info_load_19,"infobase","717bdda7-2f60-4577-b262-f1fc8c0e472c"
session_info_load_19,"connection","00000000-0000-0000-0000-000000000000"
session_info_load_19,"process","00000000-0000-0000-0000-000000000000"
session_info_load_19,"user-name","DefUser"
session_info_load_19,"host","alko-home"
session_info_load_19,"app-id","1CV8C"
session_info_load_19,"locale","ru"
session_info_load_19,"started-at","2026-02-15T00:10:57"
session_info_load_19,"last-active-at","2026-02-16T00:29:34"
session_info_load_19,"hibernate","no"
session_info_load_19,"passive-session-hibernate-time","1200"
session_info_load_19,"hibernate-session-terminate-time","86400"
session_info_load_19,"blocked-by-dbms","0"
session_info_load_19,"blocked-by-ls","0"
session_info_load_19,"bytes-all","28598081"
session_info_load_19,"bytes-last-5min","3997515"
session_info_load_19,"calls-all","23353"
session_info_load_19,"calls-last-5min","3199"
session_info_load_19,"dbms-bytes-all","39802649"
session_info_load_19,"dbms-bytes-last-5min","5087794"
session_info_load_19,"db-proc-info",""
session_info_load_19,"db-proc-took","0"
session_info_load_19,"db-proc-took-at",""
session_info_load_19,"duration-all","553792"
session_info_load_19,"duration-all-dbms","23442"
session_info_load_19,"duration-current","0"
session_info_load_19,"duration-current-dbms","0"
session_info_load_19,"duration-last-5min","70310"
session_info_load_19,"duration-last-5min-dbms","3391"
session_info_load_19,"memory-current","0"
session_info_load_19,"memory-last-5min","18968833"
session_info_load_19,"memory-total","591295835"
session_info_load_19,"read-current","0"
session_info_load_19,"read-last-5min","858232"
session_info_load_19,"read-total","28602730"
session_info_load_19,"write-current","0"
session_info_load_19,"write-last-5min","108045"
session_info_load_19,"write-total","15379200"
session_info_load_19,"duration-current-service","0"
session_info_load_19,"duration-last-5min-service","2672"
session_info_load_19,"duration-all-service","18506"
session_info_load_19,"current-service-name",""
session_info_load_19,"cpu-time-current","0"
session_info_load_19,"cpu-time-last-5min","28987"
session_info_load_19,"cpu-time-total","218236"
session_info_load_19,"data-separation","''"
session_info_load_19,"client-ip","127.0.0.1"
session_info_load_20,"session","25510e27-f24a-4586-9ac9-9f7837c0dea1"
session_info_load_20,"session-id","3"
session_info_load_20,"infobase","717bdda7-2f60-4577-b262-f1fc8c0e472c"
session_info_load_20,"connection","00000000-0000-0000-0000-000000000000"
session_info_load_20,"process","00000000-0000-0000-0000-000000000000"
session_info_load_20,"user-name","DefUser"
session_info_load_20,"host","alko-home"
session_info_load_20,"app-id","1CV8C"
session_info_load_20,"locale","ru"
session_info_load_20,"started-at","2026-02-15T00:10:57"
session_info_load_20,"last-active-at","2026-02-16T00:31:03"
session_info_load_20,"hibernate","no"
session_info_load_20,"passive-session-hibernate-time","1200"
session_info_load_20,"hibernate-session-terminate-time","86400"
session_info_load_20,"blocked-by-dbms","0"
session_info_load_20,"blocked-by-ls","0"
session_info_load_20,"bytes-all","28598655"
session_info_load_20,"bytes-last-5min","3563878"
session_info_load_20,"calls-all","23354"
session_info_load_20,"calls-last-5min","2868"
session_info_load_20,"dbms-bytes-all","39802649"
session_info_load_20,"dbms-bytes-last-5min","4675866"
session_info_load_20,"db-proc-info",""
session_info_load_20,"db-proc-took","0"
session_info_load_20,"db-proc-took-at",""
session_info_load_20,"duration-all","553795"
session_info_load_20,"duration-all-dbms","23442"
session_info_load_20,"duration-current","0"
session_info_load_20,"duration-current-dbms","0"
session_info_load_20,"duration-last-5min","66437"
session_info_load_20,"duration-last-5min-dbms","3136"
session_info_load_20,"memory-current","0"
session_info_load_20,"memory-last-5min","19005577"
session_info_load_20,"memory-total","591295547"
session_info_load_20,"read-current","0"
session_info_load_20,"read-last-5min","784660"
session_info_load_20,"read-total","28602730"
session_info_load_20,"write-current","0"
session_info_load_20,"write-last-5min","108045"
session_info_load_20,"write-total","15379200"
session_info_load_20,"duration-current-service","0"
session_info_load_20,"duration-last-5min-service","2489"
session_info_load_20,"duration-all-service","18506"
session_info_load_20,"current-service-name",""
session_info_load_20,"cpu-time-current","0"
session_info_load_20,"cpu-time-last-5min","25933"
session_info_load_20,"cpu-time-total","218238"
session_info_load_20,"data-separation","''"
session_info_load_20,"client-ip","127.0.0.1"
session_info_load_21,"session","25510e27-f24a-4586-9ac9-9f7837c0dea1"
session_info_load_21,"session-id","3"
session_info_load_21,"infobase","717bdda7-2f60-4577-b262-f1fc8c0e472c"
session_info_load_21,"connection","00000000-0000-0000-0000-000000000000"
session_info_load_21,"process","00000000-0000-0000-0000-000000000000"
session_info_load_21,"user-name","DefUser"
session_info_load_21,"host","alko-home"
session_info_load_21,"app-id","1CV8C"
session_info_load_21,"locale","ru"
session_info_load_21,"started-at","2026-02-15T00:10:57"
session_info_load_21,"last-active-at","2026-02-16T00:31:03"
session_info_load_21,"hibernate","no"
session_info_load_21,"passive-session-hibernate-time","1200"
session_info_load_21,"hibernate-session-terminate-time","86400"
session_info_load_21,"blocked-by-dbms","0"
session_info_load_21,"blocked-by-ls","0"
session_info_load_21,"bytes-all","28598655"
session_info_load_21,"bytes-last-5min","3563878"
session_info_load_21,"calls-all","23354"
session_info_load_21,"calls-last-5min","2868"
session_info_load_21,"dbms-bytes-all","39802649"
session_info_load_21,"dbms-bytes-last-5min","4675866"
session_info_load_21,"db-proc-info",""
session_info_load_21,"db-proc-took","0"
session_info_load_21,"db-proc-took-at",""
session_info_load_21,"duration-all","553795"
session_info_load_21,"duration-all-dbms","23442"
session_info_load_21,"duration-current","0"
session_info_load_21,"duration-current-dbms","0"
session_info_load_21,"duration-last-5min","66437"
session_info_load_21,"duration-last-5min-dbms","3136"
session_info_load_21,"memory-current","0"
session_info_load_21,"memory-last-5min","19005577"
session_info_load_21,"memory-total","591295547"
session_info_load_21,"read-current","0"
session_info_load_21,"read-last-5min","784660"
session_info_load_21,"read-total","28602730"
session_info_load_21,"write-current","0"
session_info_load_21,"write-last-5min","108045"
session_info_load_21,"write-total","15379200"
session_info_load_21,"duration-current-service","0"
session_info_load_21,"duration-last-5min-service","2489"
session_info_load_21,"duration-all-service","18506"
session_info_load_21,"current-service-name",""
session_info_load_21,"cpu-time-current","0"
session_info_load_21,"cpu-time-last-5min","25933"
session_info_load_21,"cpu-time-total","218238"
session_info_load_21,"data-separation","''"
session_info_load_21,"client-ip","127.0.0.1"
session_info_load_22,"session","25510e27-f24a-4586-9ac9-9f7837c0dea1"
session_info_load_22,"session-id","3"
session_info_load_22,"infobase","717bdda7-2f60-4577-b262-f1fc8c0e472c"
session_info_load_22,"connection","00000000-0000-0000-0000-000000000000"
session_info_load_22,"process","00000000-0000-0000-0000-000000000000"
session_info_load_22,"user-name","DefUser"
session_info_load_22,"host","alko-home"
session_info_load_22,"app-id","1CV8C"
session_info_load_22,"locale","ru"
session_info_load_22,"started-at","2026-02-15T00:10:57"
session_info_load_22,"last-active-at","2026-02-16T00:31:03"
session_info_load_22,"hibernate","no"
session_info_load_22,"passive-session-hibernate-time","1200"
session_info_load_22,"hibernate-session-terminate-time","86400"
session_info_load_22,"blocked-by-dbms","0"
session_info_load_22,"blocked-by-ls","0"
session_info_load_22,"bytes-all","28598655"
session_info_load_22,"bytes-last-5min","3520520"
session_info_load_22,"calls-all","23354"
session_info_load_22,"calls-last-5min","2843"
session_info_load_22,"dbms-bytes-all","39802649"
session_info_load_22,"dbms-bytes-last-5min","4670905"
session_info_load_22,"db-proc-info",""
session_info_load_22,"db-proc-took","0"
session_info_load_22,"db-proc-took-at",""
session_info_load_22,"duration-all","553795"
session_info_load_22,"duration-all-dbms","23442"
session_info_load_22,"duration-current","0"
session_info_load_22,"duration-current-dbms","0"
session_info_load_22,"duration-last-5min","66299"
session_info_load_22,"duration-last-5min-dbms","3129"
session_info_load_22,"memory-current","0"
session_info_load_22,"memory-last-5min","19557585"
session_info_load_22,"memory-total","591295547"
session_info_load_22,"read-current","0"
session_info_load_22,"read-last-5min","777372"
session_info_load_22,"read-total","28602730"
session_info_load_22,"write-current","0"
session_info_load_22,"write-last-5min","108045"
session_info_load_22,"write-total","15379200"
session_info_load_22,"duration-current-service","0"
session_info_load_22,"duration-last-5min-service","2488"
session_info_load_22,"duration-all-service","18506"
session_info_load_22,"current-service-name",""
session_info_load_22,"cpu-time-current","0"
session_info_load_22,"cpu-time-last-5min","25829"
session_info_load_22,"cpu-time-total","218238"
session_info_load_22,"data-separation","''"
session_info_load_22,"client-ip","127.0.0.1"
session_info_load_23,"session","25510e27-f24a-4586-9ac9-9f7837c0dea1"
session_info_load_23,"session-id","3"
session_info_load_23,"infobase","717bdda7-2f60-4577-b262-f1fc8c0e472c"
session_info_load_23,"connection","00000000-0000-0000-0000-000000000000"
session_info_load_23,"process","00000000-0000-0000-0000-000000000000"
session_info_load_23,"user-name","DefUser"
session_info_load_23,"host","alko-home"
session_info_load_23,"app-id","1CV8C"
session_info_load_23,"locale","ru"
session_info_load_23,"started-at","2026-02-15T00:10:57"
session_info_load_23,"last-active-at","2026-02-16T00:31:03"
session_info_load_23,"hibernate","no"
session_info_load_23,"passive-session-hibernate-time","1200"
session_info_load_23,"hibernate-session-terminate-time","86400"
session_info_load_23,"blocked-by-dbms","0"
session_info_load_23,"blocked-by-ls","0"
session_info_load_23,"bytes-all","28598655"
session_info_load_23,"bytes-last-5min","3520520"
session_info_load_23,"calls-all","23354"
session_info_load_23,"calls-last-5min","2843"
session_info_load_23,"dbms-bytes-all","39802649"
session_info_load_23,"dbms-bytes-last-5min","4670905"
session_info_load_23,"db-proc-info",""
session_info_load_23,"db-proc-took","0"
session_info_load_23,"db-proc-took-at",""
session_info_load_23,"duration-all","553795"
session_info_load_23,"duration-all-dbms","23442"
session_info_load_23,"duration-current","0"
session_info_load_23,"duration-current-dbms","0"
session_info_load_23,"duration-last-5min","66299"
session_info_load_23,"duration-last-5min-dbms","3129"
session_info_load_23,"memory-current","0"
session_info_load_23,"memory-last-5min","19557585"
session_info_load_23,"memory-total","591295547"
session_info_load_23,"read-current","0"
session_info_load_23,"read-last-5min","777372"
session_info_load_23,"read-total","28602730"
session_info_load_23,"write-current","0"
session_info_load_23,"write-last-5min","108045"
session_info_load_23,"write-total","15379200"
session_info_load_23,"duration-current-service","0"
session_info_load_23,"duration-last-5min-service","2488"
session_info_load_23,"duration-all-service","18506"
session_info_load_23,"current-service-name",""
session_info_load_23,"cpu-time-current","0"
session_info_load_23,"cpu-time-last-5min","25829"
session_info_load_23,"cpu-time-total","218238"
session_info_load_23,"data-separation","''"
session_info_load_23,"client-ip","127.0.0.1"
session_info_load_24,"session","25510e27-f24a-4586-9ac9-9f7837c0dea1"
session_info_load_24,"session-id","3"
session_info_load_24,"infobase","717bdda7-2f60-4577-b262-f1fc8c0e472c"
session_info_load_24,"connection","00000000-0000-0000-0000-000000000000"
session_info_load_24,"process","00000000-0000-0000-0000-000000000000"
session_info_load_24,"user-name","DefUser"
session_info_load_24,"host","alko-home"
session_info_load_24,"app-id","1CV8C"
session_info_load_24,"locale","ru"
session_info_load_24,"started-at","2026-02-15T00:10:57"
session_info_load_24,"last-active-at","2026-02-16T00:31:03"
session_info_load_24,"hibernate","no"
session_info_load_24,"passive-session-hibernate-time","1200"
session_info_load_24,"hibernate-session-terminate-time","86400"
session_info_load_24,"blocked-by-dbms","0"
session_info_load_24,"blocked-by-ls","0"
session_info_load_24,"bytes-all","28598655"
session_info_load_24,"bytes-last-5min","3520520"
session_info_load_24,"calls-all","23354"
session_info_load_24,"calls-last-5min","2843"
session_info_load_24,"dbms-bytes-all","39802649"
session_info_load_24,"dbms-bytes-last-5min","4670905"
session_info_load_24,"db-proc-info",""
session_info_load_24,"db-proc-took","0"
session_info_load_24,"db-proc-took-at",""
session_info_load_24,"duration-all","553795"
session_info_load_24,"duration-all-dbms","23442"
session_info_load_24,"duration-current","0"
session_info_load_24,"duration-current-dbms","0"
session_info_load_24,"duration-last-5min","66299"
session_info_load_24,"duration-last-5min-dbms","3129"
session_info_load_24,"memory-current","0"
session_info_load_24,"memory-last-5min","19557585"
session_info_load_24,"memory-total","591295547"
session_info_load_24,"read-current","0"
session_info_load_24,"read-last-5min","777372"
session_info_load_24,"read-total","28602730"
session_info_load_24,"write-current","0"
session_info_load_24,"write-last-5min","108045"
session_info_load_24,"write-total","15379200"
session_info_load_24,"duration-current-service","0"
session_info_load_24,"duration-last-5min-service","2488"
session_info_load_24,"duration-all-service","18506"
session_info_load_24,"current-service-name",""
session_info_load_24,"cpu-time-current","0"
session_info_load_24,"cpu-time-last-5min","25829"
session_info_load_24,"cpu-time-total","218238"
session_info_load_24,"data-separation","''"
session_info_load_24,"client-ip","127.0.0.1"
session_info_load_25,"session","25510e27-f24a-4586-9ac9-9f7837c0dea1"
session_info_load_25,"session-id","3"
session_info_load_25,"infobase","717bdda7-2f60-4577-b262-f1fc8c0e472c"
session_info_load_25,"connection","00000000-0000-0000-0000-000000000000"
session_info_load_25,"process","00000000-0000-0000-0000-000000000000"
session_info_load_25,"user-name","DefUser"
session_info_load_25,"host","alko-home"
session_info_load_25,"app-id","1CV8C"
session_info_load_25,"locale","ru"
session_info_load_25,"started-at","2026-02-15T00:10:57"
session_info_load_25,"last-active-at","2026-02-16T00:31:03"
session_info_load_25,"hibernate","no"
session_info_load_25,"passive-session-hibernate-time","1200"
session_info_load_25,"hibernate-session-terminate-time","86400"
session_info_load_25,"blocked-by-dbms","0"
session_info_load_25,"blocked-by-ls","0"
session_info_load_25,"bytes-all","28598655"
session_info_load_25,"bytes-last-5min","3520520"
session_info_load_25,"calls-all","23354"
session_info_load_25,"calls-last-5min","2843"
session_info_load_25,"dbms-bytes-all","39802649"
session_info_load_25,"dbms-bytes-last-5min","4670905"
session_info_load_25,"db-proc-info",""
session_info_load_25,"db-proc-took","0"
session_info_load_25,"db-proc-took-at",""
session_info_load_25,"duration-all","553795"
session_info_load_25,"duration-all-dbms","23442"
session_info_load_25,"duration-current","0"
session_info_load_25,"duration-current-dbms","0"
session_info_load_25,"duration-last-5min","66299"
session_info_load_25,"duration-last-5min-dbms","3129"
session_info_load_25,"memory-current","0"
session_info_load_25,"memory-last-5min","19557585"
session_info_load_25,"memory-total","591295547"
session_info_load_25,"read-current","0"
session_info_load_25,"read-last-5min","777372"
session_info_load_25,"read-total","28602730"
session_info_load_25,"write-current","0"
session_info_load_25,"write-last-5min","108045"
session_info_load_25,"write-total","15379200"
session_info_load_25,"duration-current-service","0"
session_info_load_25,"duration-last-5min-service","2488"
session_info_load_25,"duration-all-service","18506"
session_info_load_25,"current-service-name",""
session_info_load_25,"cpu-time-current","0"
session_info_load_25,"cpu-time-last-5min","25829"
session_info_load_25,"cpu-time-total","218238"
session_info_load_25,"data-separation","''"
session_info_load_25,"client-ip","127.0.0.1"
session_info_load_26,"session","25510e27-f24a-4586-9ac9-9f7837c0dea1"
session_info_load_26,"session-id","3"
session_info_load_26,"infobase","717bdda7-2f60-4577-b262-f1fc8c0e472c"
session_info_load_26,"connection","00000000-0000-0000-0000-000000000000"
session_info_load_26,"process","00000000-0000-0000-0000-000000000000"
session_info_load_26,"user-name","DefUser"
session_info_load_26,"host","alko-home"
session_info_load_26,"app-id","1CV8C"
session_info_load_26,"locale","ru"
session_info_load_26,"started-at","2026-02-15T00:10:57"
session_info_load_26,"last-active-at","2026-02-16T00:31:03"
session_info_load_26,"hibernate","no"
session_info_load_26,"passive-session-hibernate-time","1200"
session_info_load_26,"hibernate-session-terminate-time","86400"
session_info_load_26,"blocked-by-dbms","0"
session_info_load_26,"blocked-by-ls","0"
session_info_load_26,"bytes-all","28598655"
session_info_load_26,"bytes-last-5min","3516395"
session_info_load_26,"calls-all","23354"
session_info_load_26,"calls-last-5min","2842"
session_info_load_26,"dbms-bytes-all","39802649"
session_info_load_26,"dbms-bytes-last-5min","4621499"
session_info_load_26,"db-proc-info",""
session_info_load_26,"db-proc-took","0"
session_info_load_26,"db-proc-took-at",""
session_info_load_26,"duration-all","553795"
session_info_load_26,"duration-all-dbms","23442"
session_info_load_26,"duration-current","0"
session_info_load_26,"duration-current-dbms","0"
session_info_load_26,"duration-last-5min","66277"
session_info_load_26,"duration-last-5min-dbms","3128"
session_info_load_26,"memory-current","0"
session_info_load_26,"memory-last-5min","12754512"
session_info_load_26,"memory-total","591295547"
session_info_load_26,"read-current","0"
session_info_load_26,"read-last-5min","775456"
session_info_load_26,"read-total","28602730"
session_info_load_26,"write-current","0"
session_info_load_26,"write-last-5min","108045"
session_info_load_26,"write-total","15379200"
session_info_load_26,"duration-current-service","0"
session_info_load_26,"duration-last-5min-service","2488"
session_info_load_26,"duration-all-service","18506"
session_info_load_26,"current-service-name",""
session_info_load_26,"cpu-time-current","0"
